-3.0,~24.0,~1.00000295558,6
-2.99,~23.740899,~1.00000273462,6
-2.98,~23.483592,~1.00000252793,6
-2.97,~23.228073,~1.00000233472,6
-2.96,~22.974336,~1.00000215427,6
-2.95,~22.722375,~1.00000198587,6
-2.94,~22.472184,~1.00000182884,6
-2.93,~22.223757,~1.00000168253,6
-2.92,~21.977088,~1.00000154635,6
-2.91,~21.732171,~1.00000141969,6
-2.9,~21.489,~1.00000130199,6
-2.89,~21.247569,~1.00000119272,6
-2.88,~21.007872,~1.00000109137,6
-2.87,~20.769903,~1.00000099747,6
-2.86,~20.533656,~1.00000091053,6
-2.85,~20.299125,~1.00000083014,6
-2.84,~20.066304,~1.00000075586,6
-2.83,~19.835187,~1.00000068732,6
-2.82,~19.605768,~1.00000062413,6
-2.81,~19.378041,~1.00000056593,6
-2.8,~19.152,~1.00000051241,6
-2.79,~18.927639,~1.00000046323,6
-2.78,~18.704952,~1.00000041809,6
-2.77,~18.483933,~1.00000037673,6
-2.76,~18.264576,~1.00000033886,6
-2.75,~18.046875,~1.00000030424,6
-2.74,~17.830824,~1.00000027264,6
-2.73,~17.616417,~1.00000024382,6
-2.72,~17.403648,~1.00000021758,6
-2.71,~17.192511,~1.00000019373,6
-2.7,~16.983,~1.00000017208,6
-2.69,~16.775109,~1.00000015246,6
-2.68,~16.568832,~1.00000013471,6
-2.67,~16.364163,~1.00000011868,6
-2.66,~16.161096,~1.00000010422,6
-2.65,~15.959625,~1.00000009121,6
-2.64,~15.759744,~1.00000007953,6
-2.63,~15.561447,~1.00000006906,6
-2.62,~15.364728,~1.0000000597,6
-2.61,~15.169581,~1.00000005134,6
-2.6,~14.976,~1.00000004391,6
-2.59,~14.783979,~1.0000000373,6
-2.58,~14.593512,~1.00000003146,6
-2.57,~14.404593,~1.0000000263,6
-2.56,~14.217216,~1.00000002176,6
-2.55,~14.031375,~1.00000001778,6
-2.54,~13.847064,~1.0000000143,6
-2.53,~13.664277,~1.00000001127,6
-2.52,~13.483008,~1.00000000865,6
-2.51,~13.303251,~1.0000000064,6
-2.5,~13.125,~1.00000000446,6
-2.49,~12.948249,~1.00000000282,6
-2.48,~12.772992,~1.00000000142,6
-2.47,~12.599223,~1.00000000026,6
-2.46,~12.426936,~0.999999999291,6
-2.45,~12.256125,~0.999999998499,6
-2.44,~12.086784,~0.99999999786,6
-2.43,~11.918907,~0.999999997354,6
-2.42,~11.752488,~0.999999996964,6
-2.41,~11.587521,~0.999999996673,6
-2.4,~11.424,~0.999999996469,6
-2.39,~11.261919,~0.999999996337,6
-2.38,~11.101272,~0.999999996268,6
-2.37,~10.942053,~1.00004952181,5
-2.36,~10.784256,~1.00004583477,5
-2.35,~10.627875,~1.00004237703,5
-2.34,~10.472904,~1.0000391375,5
-2.33,~10.319337,~1.00003610545,5
-2.32,~10.167168,~1.0000332705,5
-2.31,~10.016391,~1.00003062259,5
-2.3,~9.867,~1.00002815203,5
-2.29,~9.718989,~1.00002584944,5
-2.28,~9.572352,~1.00002370579,5
-2.27,~9.427083,~1.00002171238,5
-2.26,~9.283176,~1.00001986083,5
-2.25,~9.140625,~1.00001814309,5
-2.24,~8.999424,~1.00001655142,5
-2.23,~8.859567,~1.0000150784,5
-2.22,~8.721048,~1.00001371692,5
-2.21,~8.583861,~1.00001246018,5
-2.2,~8.448,~1.00001130165,5
-2.19,~8.313459,~1.00001023511,5
-2.18,~8.180232,~1.00000925464,5
-2.17,~8.048313,~1.00000835457,5
-2.16,~7.917696,~1.00000752953,5
-2.15,~7.788375,~1.00000677439,5
-2.14,~7.660344,~1.00000608429,5
-2.13,~7.533597,~1.00000545464,5
-2.12,~7.408128,~1.00000488106,5
-2.11,~7.283931,~1.00000435944,5
-2.1,~7.161,~1.00000388588,5
-2.09,~7.039329,~1.0000034567,5
-2.08,~6.918912,~1.00000306845,5
-2.07,~6.799743,~1.00000271789,5
-2.06,~6.681816,~1.00000240195,5
-2.05,~6.565125,~1.00000211778,5
-2.04,~6.449664,~1.00000186271,5
-2.03,~6.335427,~1.00000163423,5
-2.02,~6.222408,~1.00000143002,5
-2.01,~6.110601,~1.00000124791,5
-2.0,~6.0,~1.00000108588,5
-1.99,~5.890599,~1.00000094206,5
-1.98,~5.782392,~1.00000081473,5
-1.97,~5.675373,~1.00000070228,5
-1.96,~5.569536,~1.00000060325,5
-1.95,~5.464875,~1.00000051627,5
-1.94,~5.361384,~1.0000004401,5
-1.93,~5.259057,~1.0000003736,5
-1.92,~5.157888,~1.00000031573,5
-1.91,~5.057871,~1.00000026553,5
-1.9,~4.959,~1.00000022215,5
-1.89,~4.861269,~1.00000018479,5
-1.88,~4.764672,~1.00000015275,5
-1.87,~4.669203,~1.00000012539,5
-1.86,~4.574856,~1.00000010212,5
-1.85,~4.481625,~1.00000008243,5
-1.84,~4.389504,~1.00000006586,5
-1.83,~4.298487,~1.00000005198,5
-1.82,~4.208568,~1.00000004044,5
-1.81,~4.119741,~1.0000000309,5
-1.8,~4.032,~1.00000002308,5
-1.79,~3.945339,~1.00000001672,5
-1.78,~3.859752,~1.00000001159,5
-1.77,~3.775233,~1.00000000752,5
-1.76,~3.691776,~1.00000000431,5
-1.75,~3.609375,~1.00000000183,5
-1.74,~3.528024,~0.999999999959,5
-1.73,~3.447717,~0.999999998575,5
-1.72,~3.368448,~0.999999997591,5
-1.71,~3.290211,~0.999999996928,5
-1.7,~3.213,~0.999999996519,5
-1.69,~3.136809,~0.999999996308,5
-1.68,~3.061632,~1.00004973777,4
-1.67,~2.987463,~1.00004387429,4
-1.66,~2.914296,~1.00003858686,4
-1.65,~2.842125,~1.0000338318,4
-1.64,~2.770944,~1.00002956755,4
-1.63,~2.700747,~1.00002575459,4
-1.62,~2.631528,~1.00002235551,4
-1.61,~2.563281,~1.00001933495,4
-1.6,~2.496,~1.00001665956,4
-1.59,~2.429679,~1.00001429798,4
-1.58,~2.364312,~1.00001222084,4
-1.57,~2.299893,~1.00001040065,4
-1.56,~2.236416,~1.00000881181,4
-1.55,~2.173875,~1.00000743054,4
-1.54,~2.112264,~1.00000623479,4
-1.53,~2.051577,~1.00000520425,4
-1.52,~1.991808,~1.00000432021,4
-1.51,~1.932951,~1.00000356557,4
-1.5,~1.875,~1.00000292467,4
