-3.0,-24.0,-1.00000295558,6,-3.0,-24.0,-1.00000000002,7,-3.0,-24.0,-1.0,8
-2.99,-23.740899,-1.00000273462,6,-2.99,-23.740899,-1.00000000001,7,-2.99,-23.740899,-1.0,8
-2.98,-23.483592,-1.00000252793,6,-2.98,-23.483592,-1.00000000001,7,-2.98,-23.483592,-1.0,8
-2.97,-23.228073,-1.00000233472,6,-2.97,-23.228073,-1.00000000001,7,-2.97,-23.228073,-1.0,8
-2.96,-22.974336,-1.00000215427,6,-2.96,-22.974336,-1.00000000001,7,-2.96,-22.974336,-1.0,8
-2.95,-22.722375,-1.00000198587,6,-2.95,-22.722375,-1.00000000001,7,-2.95,-22.722375,-1.0,8
-2.94,-22.472184,-1.00000182884,6,-2.94,-22.472184,-1.00000000001,7,-2.94,-22.472184,-1.0,8
-2.93,-22.223757,-1.00000168253,6,-2.93,-22.223757,-1.00000000001,7,-2.93,-22.223757,-1.0,8
-2.92,-21.977088,-1.00000154635,6,-2.92,-21.977088,-1.0,7,-2.92,-21.977088,-1.0,8
-2.91,-21.732171,-1.00000141969,6,-2.91,-21.732171,-1.0,7,-2.91,-21.732171,-1.0,8
-2.9,-21.489,-1.00000130199,6,-2.9,-21.489,-1.0,7,-2.9,-21.489,-1.0,8
-2.89,-21.247569,-1.00000119272,6,-2.89,-21.247569,-1.0,7,-2.89,-21.247569,-1.0,8
-2.88,-21.007872,-1.00000109137,6,-2.88,-21.007872,-1.0,7,-2.88,-21.007872,-1.0,8
-2.87,-20.769903,-1.00000099747,6,-2.87,-20.769903,-1.0,7,-2.87,-20.769903,-1.0,8
-2.86,-20.533656,-1.00000091053,6,-2.86,-20.533656,-1.0,7,-2.86,-20.533656,-1.0,8
-2.85,-20.299125,-1.00000083014,6,-2.85,-20.299125,-1.0,7,-2.85,-20.299125,-1.0,8
-2.84,-20.066304,-1.00000075586,6,-2.84,-20.066304,-1.0,7,-2.84,-20.066304,-1.0,8
-2.83,-19.835187,-1.00000068732,6,-2.83,-19.835187,-1.0,7,-2.83,-19.835187,-1.0,8
-2.82,-19.605768,-1.00000062413,6,-2.82,-19.605768,-1.0,7,-2.82,-19.605768,-1.0,8
-2.81,-19.378041,-1.00000056593,6,-2.81,-19.378041,-1.0,7,-2.81,-19.378041,-1.0,8
-2.8,-19.152,-1.00000051241,6,-2.8,-19.152,-1.0,7,-2.8,-19.152,-1.0,8
-2.79,-18.927639,-1.00000046323,6,-2.79,-18.927639,-1.0,7,-2.79,-18.927639,-1.0,8
-2.78,-18.704952,-1.00000041809,6,-2.78,-18.704952,-1.0,7,-2.78,-18.704952,-1.0,8
-2.77,-18.483933,-1.00000037673,6,-2.77,-18.483933,-1.0,7,-2.77,-18.483933,-1.0,8
-2.76,-18.264576,-1.00000033886,6,-2.76,-18.264576,-1.0,7,-2.76,-18.264576,-1.0,8
-2.75,-18.046875,-1.00000030424,6,-2.75,-18.046875,-1.0,7,-2.75,-18.046875,-1.0,8
-2.74,-17.830824,-1.00000027264,6,-2.74,-17.830824,-1.0,7,-2.74,-17.830824,-1.0,8
-2.73,-17.616417,-1.00000024382,6,-2.73,-17.616417,-1.0,7,-2.73,-17.616417,-1.0,8
-2.72,-17.403648,-1.00000021758,6,-2.72,-17.403648,-1.0,7,-2.72,-17.403648,-1.0,8
-2.71,-17.192511,-1.00000019373,6,-2.71,-17.192511,-1.0,7,-2.71,-17.192511,-1.0,8
-2.7,-16.983,-1.00000017208,6,-2.7,-16.983,-1.0,7,-2.7,-16.983,-1.0,8
-2.69,-16.775109,-1.00000015246,6,-2.69,-16.775109,-1.0,7,-2.69,-16.775109,-1.0,8
-2.68,-16.568832,-1.00000013471,6,-2.68,-16.568832,-1.0,7,-2.68,-16.568832,-1.0,8
-2.67,-16.364163,-1.00000011868,6,-2.67,-16.364163,-1.0,7,-2.67,-16.364163,-1.0,8
-2.66,-16.161096,-1.00000010422,6,-2.66,-16.161096,-1.0,7,-2.66,-16.161096,-1.0,8
-2.65,-15.959625,-1.00000009121,6,-2.65,-15.959625,-1.0,7,-2.65,-15.959625,-1.0,8
-2.64,-15.759744,-1.00000007953,6,-2.64,-15.759744,-1.0,7,-2.64,-15.759744,-1.0,8
-2.63,-15.561447,-1.00000006906,6,-2.63,-15.561447,-1.0,7,-2.63,-15.561447,-1.0,8
-2.62,-15.364728,-1.0000000597,6,-2.62,-15.364728,-1.0,7,-2.62,-15.364728,-1.0,8
-2.61,-15.169581,-1.00000005134,6,-2.61,-15.169581,-1.0,7,-2.61,-15.169581,-1.0,8
-2.6,-14.976,-1.00000004391,6,-2.6,-14.976,-1.0,7,-2.6,-14.976,-1.0,8
-2.59,-14.783979,-1.0000000373,6,-2.59,-14.783979,-1.0,7,-2.59,-14.783979,-1.0,8
-2.58,-14.593512,-1.00000003146,6,-2.58,-14.593512,-1.0,7,-2.58,-14.593512,-1.0,8
-2.57,-14.404593,-1.0000000263,6,-2.57,-14.404593,-1.0,7,-2.57,-14.404593,-1.0,8
-2.56,-14.217216,-1.00000002176,6,-2.56,-14.217216,-1.0,7,-2.56,-14.217216,-1.0,8
-2.55,-14.031375,-1.00000001778,6,-2.55,-14.031375,-1.0,7,-2.55,-14.031375,-1.0,8
-2.54,-13.847064,-1.0000000143,6,-2.54,-13.847064,-1.0,7,-2.54,-13.847064,-1.0,8
-2.53,-13.664277,-1.00000001127,6,-2.53,-13.664277,-1.0,7,-2.53,-13.664277,-1.0,8
-2.52,-13.483008,-1.00000000865,6,-2.52,-13.483008,-1.0,7,-2.52,-13.483008,-1.0,8
-2.51,-13.303251,-1.0000000064,6,-2.51,-13.303251,-1.0,7,-2.51,-13.303251,-1.0,8
-2.5,-13.125,-1.00000000446,6,-2.5,-13.125,-1.0,7,-2.5,-13.125,-1.0,8
-2.49,-12.948249,-1.00000000282,6,-2.49,-12.948249,-1.0,7,-2.49,-12.948249,-1.0,8
-2.48,-12.772992,-1.00000000142,6,-2.48,-12.772992,-1.0,7,-2.48,-12.772992,-1.0,8
-2.47,-12.599223,-1.00000000026,6,-2.47,-12.599223,-1.0,7,-2.47,-12.599223,-1.0,8
-2.46,-12.426936,-0.999999999291,6,-2.46,-12.426936,-1.0,7,-2.46,-12.426936,-1.0,8
-2.45,-12.256125,-0.999999998499,6,-2.45,-12.256125,-1.0,7,-2.45,-12.256125,-1.0,8
-2.44,-12.086784,-0.99999999786,6,-2.44,-12.086784,-1.0,7,-2.44,-12.086784,-1.0,8
-2.43,-11.918907,-0.999999997354,6,-2.43,-11.918907,-1.0,7,-2.43,-11.918907,-1.0,8
-2.42,-11.752488,-0.999999996964,6,-2.42,-11.752488,-1.0,7,-2.42,-11.752488,-1.0,8
-2.41,-11.587521,-0.999999996673,6,-2.41,-11.587521,-1.0,7,-2.41,-11.587521,-1.0,8
-2.4,-11.424,-0.999999996469,6,-2.4,-11.424,-1.0,7,-2.4,-11.424,-1.0,8
-2.39,-11.261919,-0.999999996337,6,-2.39,-11.261919,-1.0,7,-2.39,-11.261919,-1.0,8
-2.38,-11.101272,-0.999999996268,6,-2.38,-11.101272,-1.00000000447,6,-2.38,-11.101272,-1.0,8
-2.37,-10.942053,-1.00004952181,5,-2.37,-10.942053,-1.00000000384,6,-2.37,-10.942053,-1.0,8
-2.36,-10.784256,-1.00004583477,5,-2.36,-10.784256,-1.0000000033,6,-2.36,-10.784256,-1.0,8
-2.35,-10.627875,-1.00004237703,5,-2.35,-10.627875,-1.00000000282,6,-2.35,-10.627875,-1.0,8
-2.34,-10.472904,-1.0000391375,5,-2.34,-10.472904,-1.00000000241,6,-2.34,-10.472904,-1.0,8
-2.33,-10.319337,-1.00003610545,5,-2.33,-10.319337,-1.00000000206,6,-2.33,-10.319337,-1.0,7
-2.32,-10.167168,-1.0000332705,5,-2.32,-10.167168,-1.00000000175,6,-2.32,-10.167168,-1.0,7
